Latitude (decimal degrees):	-33.843
Longitude (decimal degrees):	18.834
Elevation (m):	202
Radiation database:	PVGIS-SARAH3


Slope: 29 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20231015:1802,0.0,0.0,0.0,16.98,3.72,0.0
20231015:1902,0.0,0.0,0.0,16.09,3.79,0.0
20231015:2002,0.0,0.0,0.0,15.36,3.79,0.0
20231015:2102,0.0,0.0,0.0,14.65,3.66,0.0
20231015:2202,0.0,0.0,0.0,14.25,3.31,0.0
20231015:2302,0.0,0.0,0.0,13.99,3.1,0.0
20231016:0002,0.0,0.0,0.0,13.8,2.9,0.0
20231016:0102,0.0,0.0,0.0,13.55,2.41,0.0
20231016:0202,0.0,0.0,0.0,13.07,2.0,0.0
20231016:0302,0.0,0.0,0.0,12.76,2.0,0.0
20231016:0402,0.0,0.0,0.0,12.44,2.14,0.0
20231016:0502,103.01,163.82,11.66,12.94,2.07,0.0
20231016:0602,233.71,314.31,24.1,14.66,2.21,0.0
20231016:0702,344.02,442.99,36.34,17.36,1.93,0.0
20231016:0802,432.53,551.37,47.93,19.88,2.48,0.0
20231016:0902,492.74,629.35,57.91,21.53,2.69,0.0
20231016:1002,519.94,668.09,64.19,22.97,2.76,0.0
20231016:1102,517.38,667.19,63.86,24.18,3.03,0.0
20231016:1202,485.45,629.26,57.12,25.05,3.03,0.0
20231016:1302,419.51,548.02,46.93,25.38,2.97,0.0
20231016:1402,328.08,437.38,35.25,25.11,2.97,0.0
20231016:1502,214.55,304.09,22.98,24.31,2.9,0.0
20231016:1602,87.22,148.45,10.53,22.82,3.1,0.0
20231016:1702,0.0,0.0,0.0,20.7,3.03,0.0
20231016:1802,0.0,0.0,0.0,19.01,2.9,0.0
20231016:1902,0.0,0.0,0.0,18.01,2.69,0.0
20231016:2002,0.0,0.0,0.0,16.86,2.41,0.0
20231016:2102,0.0,0.0,0.0,15.72,2.21,0.0
20231016:2202,0.0,0.0,0.0,14.77,2.21,0.0
20231016:2302,0.0,0.0,0.0,14.02,2.21,0.0
20231017:0002,0.0,0.0,0.0,13.51,2.21,0.0
20231017:0102,0.0,0.0,0.0,13.27,2.21,0.0
20231017:0202,0.0,0.0,0.0,13.01,2.21,0.0
20231017:0302,0.0,0.0,0.0,12.85,2.14,0.0
20231017:0402,0.0,0.0,0.0,12.75,2.07,0.0
20231017:0502,106.31,166.89,11.9,13.8,1.79,0.0
20231017:0602,234.36,321.32,24.34,18.58,1.24,0.0
20231017:0702,338.63,452.46,36.6,23.2,0.76,0.0
20231017:0802,421.99,561.12,48.21,25.48,0.97,0.0
20231017:0902,482.64,636.7,58.24,26.44,1.86,0.0
20231017:1002,512.4,673.41,64.56,26.84,2.41,0.0
20231017:1102,511.59,671.73,64.2,26.93,2.55,0.0
20231017:1202,483.12,634.39,57.38,26.86,2.55,0.0
20231017:1302,419.34,552.83,47.13,26.54,2.41,0.0
20231017:1402,328.53,441.05,35.43,25.97,2.14,0.0
20231017:1502,216.91,308.52,23.14,25.08,1.79,0.0
20231017:1602,90.25,152.97,10.69,23.78,1.38,0.0
20231017:1702,0.0,0.0,0.0,21.78,1.38,0.0
20231017:1802,0.0,0.0,0.0,19.58,1.52,0.0
20231017:1902,0.0,0.0,0.0,17.57,1.79,0.0
20231017:2002,0.0,0.0,0.0,16.33,1.93,0.0
20231017:2102,0.0,0.0,0.0,15.55,1.93,0.0
20231017:2202,0.0,0.0,0.0,15.04,1.93,0.0
20231017:2302,0.0,0.0,0.0,14.46,1.93,0.0
20231018:0002,0.0,0.0,0.0,14.15,2.0,0.0
20231018:0102,0.0,0.0,0.0,13.86,2.07,0.0
20231018:0202,0.0,0.0,0.0,13.77,2.21,0.0
20231018:0302,0.0,0.0,0.0,13.64,2.41,0.0
20231018:0402,0.0,0.0,0.0,13.48,2.41,0.0
20231018:0502,88.71,132.13,12.13,13.82,2.62,0.0
20231018:0602,241.78,320.42,24.58,15.21,2.97,0.0
20231018:0702,358.53,456.28,36.84,17.9,3.52,0.0
20231018:0802,451.02,568.67,48.48,19.94,3.93,0.0
20231018:0902,504.67,637.84,58.56,21.67,4.21,0.0
20231018:1002,517.84,658.58,64.93,22.98,4.34,0.0
20231018:1102,531.68,677.92,64.54,23.89,4.41,0.0
20231018:1202,497.55,636.96,57.65,24.47,4.34,0.0
20231018:1302,419.31,539.53,47.34,24.43,4.28,0.0
20231018:1402,343.46,450.89,35.6,24.14,4.28,0.0
20231018:1502,227.1,315.91,23.3,23.31,4.07,0.0
20231018:1602,97.34,160.95,10.85,22.0,4.07,0.0
20231018:1702,0.0,0.0,0.0,20.31,4.07,0.0
20231018:1802,0.0,0.0,0.0,18.86,4.21,0.0
20231018:1902,0.0,0.0,0.0,18.04,4.48,0.0
20231018:2002,0.0,0.0,0.0,17.11,4.48,0.0
20231018:2102,0.0,0.0,0.0,16.35,4.21,0.0
20231018:2202,0.0,0.0,0.0,15.8,3.93,0.0
20231018:2302,0.0,0.0,0.0,15.27,3.72,0.0
20231019:0002,0.0,0.0,0.0,14.71,3.38,0.0
20231019:0102,0.0,0.0,0.0,14.28,3.17,0.0
20231019:0202,0.0,0.0,0.0,13.63,3.03,0.0
20231019:0302,0.0,0.0,0.0,13.09,3.03,0.0
20231019:0402,0.0,0.0,0.0,12.72,2.97,0.0
20231019:0502,117.34,179.54,12.36,13.45,2.69,0.0
20231019:0602,249.25,332.74,24.81,16.4,2.62,0.0
20231019:0702,357.0,463.08,37.09,20.84,2.55,0.0
20231019:0802,438.17,570.36,48.76,23.94,2.14,0.0
20231019:0902,491.77,650.15,58.88,26.57,1.72,0.0
20231019:1002,509.38,687.08,65.29,28.49,1.03,0.0
20231019:1102,495.58,683.0,64.88,29.67,0.14,0.0
20231019:1202,473.42,646.71,57.91,30.23,0.69,0.0
20231019:1302,415.19,564.89,47.54,30.28,1.03,0.0
20231019:1402,328.99,452.04,35.78,29.87,1.24,0.0
20231019:1502,218.71,315.11,23.46,28.93,1.17,0.0
20231019:1602,95.84,162.02,11.02,27.59,0.9,0.0
20231019:1702,0.0,0.0,0.0,25.83,0.9,0.0
20231019:1802,0.0,0.0,0.0,23.22,1.24,0.0
20231019:1902,0.0,0.0,0.0,20.46,1.72,0.0
20231019:2002,0.0,0.0,0.0,19.1,1.79,0.0
20231019:2102,0.0,0.0,0.0,17.66,1.66,0.0
20231019:2202,0.0,0.0,0.0,16.27,1.72,0.0
20231019:2302,0.0,0.0,0.0,15.52,1.59,0.0
20231020:0002,0.0,0.0,0.0,15.15,1.38,0.0
20231020:0102,0.0,0.0,0.0,15.46,0.9,0.0
20231020:0202,0.0,0.0,0.0,15.7,0.69,0.0
20231020:0302,0.0,0.0,0.0,15.11,0.76,0.0
20231020:0402,0.0,0.0,0.0,15.26,0.62,0.0
20231020:0502,30.1,51.27,12.59,15.33,0.34,0.0
20231020:0602,49.45,75.96,25.04,16.42,0.34,0.0
20231020:0702,64.69,94.94,37.33,17.17,0.48,0.0
20231020:0802,105.81,145.26,49.02,18.58,0.97,0.0
20231020:0902,211.6,274.08,59.19,19.97,1.52,0.0
20231020:1002,418.46,537.59,65.65,21.06,1.72,0.0
20231020:1102,419.06,541.9,65.21,22.1,1.59,0.0
20231020:1202,408.5,527.54,58.17,22.39,1.79,0.0
20231020:1302,190.1,250.09,47.75,22.53,2.21,0.0
20231020:1402,131.24,178.26,35.95,22.79,2.83,0.0
20231020:1502,211.17,286.96,23.63,22.33,3.1,0.0
20231020:1602,83.77,131.53,11.18,21.15,2.97,0.0
20231020:1702,0.0,0.0,0.0,19.76,3.52,0.0
20231020:1802,0.0,0.0,0.0,18.82,3.66,0.0
20231020:1902,0.0,0.0,0.0,17.9,4.0,0.0
20231020:2002,0.0,0.0,0.0,17.47,4.14,0.0
20231020:2102,0.0,0.0,0.0,17.1,4.28,0.0
20231020:2202,0.0,0.0,0.0,16.83,4.34,0.0
20231020:2302,0.0,0.0,0.0,16.34,4.41,0.0
20231021:0002,0.0,0.0,0.0,15.84,4.41,0.0
20231021:0102,0.0,0.0,0.0,15.43,4.28,0.0
20231021:0202,0.0,0.0,0.0,15.04,4.34,0.0
20231021:0302,0.0,0.0,0.0,14.78,4.28,0.0
20231021:0402,0.0,0.0,0.0,14.69,4.0,0.0
20231021:0502,113.12,168.67,12.81,15.01,3.38,0.0
20231021:0602,249.68,326.6,25.26,15.68,4.14,0.0
20231021:0702,340.0,422.38,37.56,16.17,5.24,0.0
20231021:0802,455.32,559.73,49.28,16.77,5.38,0.0
20231021:0902,513.48,630.11,59.5,17.3,5.52,0.0
20231021:1002,546.19,670.38,66.0,17.73,5.72,0.0
20231021:1102,521.69,642.14,65.55,17.61,5.45,0.0
20231021:1202,525.61,645.45,58.43,17.94,5.79,0.0
20231021:1302,447.64,552.84,47.95,18.01,5.93,0.0
20231021:1402,361.66,455.71,36.13,18.02,5.93,0.0
20231021:1502,235.45,312.61,23.79,17.44,5.03,0.0
20231021:1602,110.33,172.57,11.35,16.77,4.34,0.0
20231021:1702,0.0,0.0,0.0,16.05,4.76,0.0
20231021:1802,0.0,0.0,0.0,15.72,4.48,0.0
20231021:1902,0.0,0.0,0.0,15.88,4.48,0.0
20231021:2002,0.0,0.0,0.0,15.6,4.0,0.0
20231021:2102,0.0,0.0,0.0,15.26,3.72,0.0
20231021:2202,0.0,0.0,0.0,14.88,3.31,0.0
20231021:2302,0.0,0.0,0.0,14.48,3.1,0.0
20231022:0002,0.0,0.0,0.0,14.09,2.9,0.0
20231022:0102,0.0,0.0,0.0,14.07,2.9,0.0
20231022:0202,0.0,0.0,0.0,13.75,2.9,0.0
20231022:0302,0.0,0.0,0.0,13.23,2.62,0.0
20231022:0402,0.0,0.0,0.0,13.17,2.62,0.0
20231022:0502,132.19,196.66,13.03,13.76,2.55,0.0
20231022:0602,264.21,345.87,25.48,15.3,3.17,0.0
20231022:0702,378.4,477.37,37.79,17.54,3.72,0.0
20231022:0802,465.84,585.49,49.54,19.6,3.72,0.0
20231022:0902,524.89,664.89,59.8,21.35,3.45,0.0
20231022:1002,546.12,701.84,66.36,23.08,2.83,0.0
20231022:1102,537.57,699.57,65.88,24.32,2.21,0.0
20231022:1202,502.54,660.96,58.68,25.21,1.59,0.0
20231022:1302,436.55,578.49,48.15,25.64,1.17,0.0
20231022:1402,346.17,465.45,36.3,25.76,0.9,0.0
20231022:1502,237.44,333.05,23.95,25.33,1.1,0.0
20231022:1602,104.87,168.12,11.51,24.18,1.72,0.0
20231022:1702,0.0,0.0,0.0,22.11,1.52,0.0
20231022:1802,0.0,0.0,0.0,20.02,1.59,0.0
20231022:1902,0.0,0.0,0.0,18.36,1.52,0.0
20231022:2002,0.0,0.0,0.0,17.03,1.45,0.0
20231022:2102,0.0,0.0,0.0,15.91,1.45,0.0
20231022:2202,0.0,0.0,0.0,15.27,1.45,0.0
20231022:2302,0.0,0.0,0.0,14.54,1.52,0.0
20231023:0002,0.0,0.0,0.0,14.15,1.45,0.0
20231023:0102,0.0,0.0,0.0,14.76,1.31,0.0
20231023:0202,0.0,0.0,0.0,15.93,1.17,0.0
20231023:0302,0.0,0.0,0.0,16.59,1.1,0.0
20231023:0402,0.0,0.0,0.0,16.65,1.1,0.0
20231023:0502,130.36,195.24,13.24,16.52,1.1,0.0
20231023:0602,262.79,352.72,25.69,19.21,1.38,0.0
20231023:0702,375.19,482.2,38.01,20.01,2.41,0.0
20231023:0802,465.02,590.08,49.79,20.82,3.1,0.0
20231023:0902,528.34,667.74,60.1,21.49,3.79,0.0
20231023:1002,557.39,703.95,66.71,21.92,4.21,0.0
20231023:1102,556.31,701.68,66.2,21.95,4.41,0.0
20231023:1202,525.42,660.72,58.93,21.4,4.48,0.0
20231023:1302,461.55,579.62,48.35,20.15,4.34,0.0
20231023:1402,356.51,451.47,36.47,18.57,3.93,0.0
20231023:1502,248.91,330.82,24.12,17.6,3.24,0.0
20231023:1602,109.98,167.31,11.68,16.54,2.9,0.0
20231023:1702,0.0,0.0,0.0,15.42,2.41,0.0
20231023:1802,0.0,0.0,0.0,14.61,1.86,0.0
20231023:1902,0.0,0.0,0.0,13.99,1.38,0.0
20231023:2002,0.0,0.0,0.0,13.36,1.1,0.0
20231023:2102,0.0,0.0,0.0,12.92,0.97,0.0
20231023:2202,0.0,0.0,0.0,12.88,0.97,0.0
20231023:2302,0.0,0.0,0.0,12.79,1.1,0.0
20231024:0002,0.0,0.0,0.0,13.26,1.38,0.0
20231024:0102,0.0,0.0,0.0,13.62,1.45,0.0
20231024:0202,0.0,0.0,0.0,13.68,1.52,0.0
20231024:0302,0.0,0.0,0.0,13.72,1.52,0.0
20231024:0402,0.0,0.0,0.0,13.71,1.52,0.0
20231024:0502,58.85,87.31,13.45,13.74,1.59,0.0
20231024:0602,141.96,185.5,25.9,14.28,1.59,0.0
20231024:0702,269.91,339.12,38.23,15.73,1.93,0.0
20231024:0802,160.89,208.88,50.03,16.82,2.41,0.0
20231024:0902,346.08,433.62,60.39,17.39,2.48,0.0
20231024:1002,94.45,131.02,67.05,18.27,2.34,0.0
20231024:1102,83.17,117.73,66.53,18.73,2.21,0.0
20231024:1202,467.74,594.15,59.19,19.4,2.14,0.0
20231024:1302,425.84,538.61,48.55,19.22,2.48,0.0
20231024:1402,369.11,472.05,36.65,18.98,2.62,0.0
20231024:1502,255.53,340.64,24.28,18.16,2.69,0.0
20231024:1602,119.01,180.98,11.84,16.97,2.69,0.0
20231024:1702,0.0,0.0,0.0,15.65,2.28,0.0
20231024:1802,0.0,0.0,0.0,14.54,1.93,0.0
20231024:1902,0.0,0.0,0.0,14.38,1.93,0.0
20231024:2002,0.0,0.0,0.0,13.66,1.86,0.0
20231024:2102,0.0,0.0,0.0,12.97,1.79,0.0
20231024:2202,0.0,0.0,0.0,12.42,1.72,0.0
20231024:2302,0.0,0.0,0.0,11.82,1.72,0.0
20231025:0002,0.0,0.0,0.0,11.28,1.66,0.0
20231025:0102,0.0,0.0,0.0,10.82,1.66,0.0
20231025:0202,0.0,0.0,0.0,10.54,1.59,0.0
20231025:0302,0.0,0.0,0.0,10.67,1.59,0.0
20231025:0402,0.0,0.0,0.0,10.26,1.59,0.0
20231025:0502,146.28,210.58,13.66,11.83,1.45,0.0
20231025:0602,281.18,366.3,26.1,14.99,1.93,0.0
20231025:0702,392.94,498.56,38.44,17.26,2.07,0.0
20231025:0802,476.35,607.84,50.27,19.32,1.66,0.0
20231025:0902,527.34,686.28,60.68,21.19,0.97,0.0
20231025:1002,543.21,721.76,67.4,22.68,0.34,0.0
20231025:1102,546.12,722.0,66.85,23.67,0.9,0.0
20231025:1202,520.46,681.05,59.44,24.07,1.59,0.0
20231025:1302,460.17,598.45,48.75,23.95,2.07,0.0
20231025:1402,372.51,487.4,36.82,23.38,2.34,0.0
20231025:1502,257.4,349.63,24.45,22.44,2.41,0.0
20231025:1602,119.62,184.06,12.01,21.05,2.14,0.0
20231025:1702,0.0,0.0,0.0,19.42,1.59,0.0
20231025:1802,0.0,0.0,0.0,18.13,1.52,0.0
20231025:1902,0.0,0.0,0.0,16.38,1.79,0.0
20231025:2002,0.0,0.0,0.0,15.44,1.72,0.0
20231025:2102,0.0,0.0,0.0,14.6,1.66,0.0
20231025:2202,0.0,0.0,0.0,13.88,1.52,0.0
20231025:2302,0.0,0.0,0.0,13.09,1.52,0.0
20231026:0002,0.0,0.0,0.0,12.4,1.38,0.0
20231026:0102,0.0,0.0,0.0,12.17,1.24,0.0
20231026:0202,0.0,0.0,0.0,11.97,1.24,0.0
20231026:0302,0.0,0.0,0.0,12.27,1.1,0.0
20231026:0402,0.0,0.0,0.0,13.08,1.03,0.0
20231026:0502,111.65,158.1,13.86,14.0,0.83,0.0
20231026:0602,268.96,354.89,26.3,17.5,0.69,0.0
20231026:0702,384.38,497.56,38.65,19.49,0.9,0.0
20231026:0802,471.83,607.85,50.5,20.86,1.45,0.0
20231026:0902,534.9,690.17,60.96,21.87,1.86,0.0
20231026:1002,562.77,726.24,67.73,22.53,2.28,0.0
20231026:1102,565.2,728.01,67.17,22.8,2.55,0.0
20231026:1202,535.16,687.06,59.68,22.54,2.62,0.0
20231026:1302,471.3,604.35,48.95,22.05,2.55,0.0
20231026:1402,378.3,489.31,37.0,21.43,2.41,0.0
20231026:1502,264.33,354.43,24.61,20.38,2.41,0.0
20231026:1602,126.81,190.92,12.18,18.63,2.55,0.0
20231026:1702,0.0,0.0,0.0,16.46,2.21,0.0
20231026:1802,0.0,0.0,0.0,14.72,1.79,0.0
20231026:1902,0.0,0.0,0.0,14.1,1.31,0.0
20231026:2002,0.0,0.0,0.0,13.21,0.97,0.0
20231026:2102,0.0,0.0,0.0,12.69,0.9,0.0
20231026:2202,0.0,0.0,0.0,12.42,0.97,0.0
20231026:2302,0.0,0.0,0.0,12.42,1.1,0.0
20231027:0002,0.0,0.0,0.0,12.58,1.24,0.0
20231027:0102,0.0,0.0,0.0,13.17,1.31,0.0
20231027:0202,0.0,0.0,0.0,13.63,1.24,0.0
20231027:0302,0.0,0.0,0.0,13.98,1.17,0.0
20231027:0402,0.0,0.91,1.8,14.22,1.17,0.0
20231027:0502,28.05,48.42,14.05,14.45,1.1,0.0
20231027:0602,41.51,65.51,26.49,14.72,1.59,0.0
20231027:0702,164.56,212.27,38.85,15.15,1.52,0.0
20231027:0802,85.19,118.68,50.73,15.66,1.93,0.0
20231027:0902,187.57,239.26,61.23,16.01,2.97,0.0
20231027:1002,244.22,306.39,68.07,16.26,3.38,0.0
20231027:1102,136.74,179.44,67.49,16.15,3.31,0.0
20231027:1202,527.11,651.21,59.93,16.12,3.45,0.0
20231027:1302,477.46,589.98,49.15,16.15,3.52,0.0
20231027:1402,381.02,475.4,37.17,15.94,3.59,0.0
20231027:1502,267.44,347.14,24.78,15.48,3.59,0.0
20231027:1602,130.72,192.0,12.35,14.91,3.45,0.0
20231027:1702,0.0,0.0,0.0,14.07,3.17,0.0
20231027:1802,0.0,0.0,0.0,13.52,3.17,0.0
20231027:1902,0.0,0.0,0.0,13.37,2.97,0.0
20231027:2002,0.0,0.0,0.0,13.09,2.83,0.0
20231027:2102,0.0,0.0,0.0,12.74,2.62,0.0
20231027:2202,0.0,0.0,0.0,12.42,2.55,0.0
20231027:2302,0.0,0.0,0.0,12.33,2.41,0.0
20231028:0002,0.0,0.0,0.0,12.22,2.34,0.0
20231028:0102,0.0,0.0,0.0,11.97,2.41,0.0
20231028:0202,0.0,0.0,0.0,11.21,2.34,0.0
20231028:0302,0.0,0.0,0.0,10.81,2.55,0.0
20231028:0402,0.0,1.82,2.0,10.47,2.62,0.0
20231028:0502,93.46,129.67,14.24,11.48,2.76,0.0
20231028:0602,156.44,199.86,26.68,12.68,4.14,0.0
20231028:0702,371.83,455.24,39.05,13.94,4.48,0.0
20231028:0802,390.06,476.19,50.95,14.63,4.69,0.0
20231028:0902,393.65,483.71,61.5,15.94,4.69,0.0
20231028:1002,535.39,659.33,68.4,16.63,4.83,0.0
20231028:1102,526.28,649.19,67.81,17.13,4.97,0.0
20231028:1202,557.73,685.71,60.17,17.43,5.17,0.0
20231028:1302,496.07,610.32,49.34,17.28,5.24,0.0
20231028:1402,404.21,501.59,37.34,16.51,5.31,0.0
20231028:1502,284.64,367.42,24.94,15.82,5.1,0.0
20231028:1602,141.36,205.19,12.52,14.88,4.76,0.0
20231028:1702,0.0,0.0,0.0,13.65,4.21,0.0
20231028:1802,0.0,0.0,0.0,12.78,4.14,0.0
20231028:1902,0.0,0.0,0.0,12.1,4.41,0.0
20231028:2002,0.0,0.0,0.0,11.56,4.34,0.0
20231028:2102,0.0,0.0,0.0,11.1,4.28,0.0
20231028:2202,0.0,0.0,0.0,10.84,4.28,0.0
20231028:2302,0.0,0.0,0.0,10.48,4.21,0.0
20231029:0002,0.0,0.0,0.0,10.25,4.14,0.0
20231029:0102,0.0,0.0,0.0,9.67,4.0,0.0
20231029:0202,0.0,0.0,0.0,9.44,3.86,0.0
20231029:0302,0.0,0.0,0.0,9.19,4.0,0.0
20231029:0402,0.0,5.46,2.19,9.09,3.93,0.0
20231029:0502,175.47,242.02,14.43,9.94,3.31,0.0
20231029:0602,316.26,396.48,26.86,11.68,4.48,0.0
20231029:0702,434.03,529.54,39.24,13.23,4.76,0.0
20231029:0802,526.85,642.13,51.16,15.02,4.83,0.0
20231029:0902,585.91,720.06,61.76,16.65,4.62,0.0
20231029:1002,611.43,758.09,68.72,18.12,4.48,0.0
20231029:1102,606.83,755.21,68.12,19.31,4.76,0.0
20231029:1202,577.2,719.83,60.42,20.05,4.9,0.0
20231029:1302,507.09,634.5,49.54,20.34,4.83,0.0
20231029:1402,408.72,516.97,37.51,20.23,4.83,0.0
20231029:1502,288.35,378.2,25.11,19.45,4.62,0.0
20231029:1602,148.6,217.55,12.69,17.76,4.0,0.0
20231029:1702,0.0,0.0,0.0,15.47,4.48,0.0
20231029:1802,0.0,0.0,0.0,13.68,4.48,0.0
20231029:1902,0.0,0.0,0.0,12.63,4.55,0.0
20231029:2002,0.0,0.0,0.0,11.84,4.55,0.0
20231029:2102,0.0,0.0,0.0,11.33,4.48,0.0
20231029:2202,0.0,0.0,0.0,10.95,4.28,0.0
20231029:2302,0.0,0.0,0.0,10.58,3.86,0.0
20231030:0002,0.0,0.0,0.0,10.18,3.38,0.0
20231030:0102,0.0,0.0,0.0,9.8,2.9,0.0
20231030:0202,0.0,0.0,0.0,9.24,2.48,0.0
20231030:0302,0.0,0.0,0.0,8.58,2.34,0.0
20231030:0402,0.29,6.38,2.38,8.01,2.28,0.0
20231030:0502,180.59,247.55,14.61,9.37,2.07,0.0
20231030:0602,321.22,405.31,27.04,12.45,3.24,0.0
20231030:0702,437.01,541.24,39.42,15.3,3.66,0.0
20231030:0802,524.57,650.23,51.37,17.39,3.93,0.0
20231030:0902,582.36,727.19,62.02,19.11,4.07,0.0
20231030:1002,609.38,766.22,69.05,20.5,4.21,0.0
20231030:1102,604.64,763.19,68.43,21.64,4.41,0.0
20231030:1202,573.26,724.49,60.66,22.4,4.62,0.0
20231030:1302,506.32,641.84,49.73,22.73,4.55,0.0
20231030:1402,409.21,524.27,37.69,22.6,4.34,0.0
20231030:1502,290.56,385.7,25.28,21.95,3.86,0.0
20231030:1602,152.33,224.68,12.86,20.51,3.45,0.0
20231030:1702,0.0,0.0,0.0,18.42,3.59,0.0
20231030:1802,0.0,0.0,0.0,16.43,3.79,0.0
20231030:1902,0.0,0.0,0.0,14.8,4.34,0.0
20231030:2002,0.0,0.0,0.0,13.88,4.34,0.0
20231030:2102,0.0,0.0,0.0,13.26,4.28,0.0
20231030:2202,0.0,0.0,0.0,12.72,3.86,0.0
20231030:2302,0.0,0.0,0.0,12.21,3.45,0.0
20231031:0002,0.0,0.0,0.0,11.69,3.03,0.0
20231031:0102,0.0,0.0,0.0,11.18,2.83,0.0
20231031:0202,0.0,0.0,0.0,10.56,2.62,0.0
20231031:0302,0.0,0.0,0.0,9.97,2.55,0.0
20231031:0402,1.05,8.2,2.57,9.59,2.55,0.0
20231031:0502,179.17,246.24,14.78,11.27,2.55,0.0
20231031:0602,314.62,401.58,27.21,14.95,2.9,0.0
20231031:0702,426.78,540.9,39.6,18.76,2.55,0.0
20231031:0802,507.88,648.79,51.57,21.75,2.69,0.0
20231031:0902,555.68,725.83,62.27,24.03,1.86,0.0
20231031:1002,573.79,763.99,69.36,25.55,1.24,0.0
20231031:1102,569.51,760.95,68.74,26.52,1.31,0.0
20231031:1202,544.69,722.84,60.89,27.05,1.79,0.0
20231031:1302,482.84,635.84,49.92,27.07,2.28,0.0
20231031:1402,395.54,521.33,37.86,26.57,2.69,0.0
20231031:1502,277.78,374.72,25.44,25.33,3.1,0.0
20231031:1602,137.07,202.82,13.03,23.33,3.31,0.0
20231031:1702,0.0,0.0,0.0,21.09,3.17,0.0
20231031:1802,0.0,0.0,0.0,19.12,3.17,0.0
20231031:1902,0.0,0.0,0.0,17.69,3.38,0.0
20231031:2002,0.0,0.0,0.0,16.53,3.24,0.0
20231031:2102,0.0,0.0,0.0,15.5,3.03,0.0
20231031:2202,0.0,0.0,0.0,14.64,2.97,0.0
20231031:2302,0.0,0.0,0.0,13.98,2.97,0.0
20231101:0002,0.0,0.0,0.0,13.44,2.83,0.0
20231101:0102,0.0,0.0,0.0,13.1,2.83,0.0
20231101:0202,0.0,0.0,0.0,12.83,2.76,0.0
20231101:0302,0.0,0.0,0.0,12.53,2.69,0.0
20231101:0402,0.0,2.73,2.75,12.39,2.69,0.0
20231101:0502,158.16,217.46,14.95,13.76,2.62,0.0
20231101:0602,213.87,273.18,27.38,16.23,2.62,0.0
20231101:0702,301.63,384.73,39.78,20.44,2.41,0.0
20231101:0802,485.98,627.85,51.77,23.21,2.14,0.0
20231101:0902,537.1,703.81,62.52,25.46,2.07,0.0
20231101:1002,460.14,611.89,69.67,27.01,1.52,0.0
20231101:1102,474.38,643.56,69.04,28.23,0.62,0.0
20231101:1202,522.29,711.6,61.13,28.58,0.48,0.0
20231101:1302,376.88,504.88,50.12,29.1,1.24,0.0
20231101:1402,343.7,459.84,38.03,28.95,1.72,0.0
20231101:1502,227.25,309.29,25.61,27.94,2.07,0.0
20231101:1602,71.88,109.74,13.2,26.02,2.48,0.0
20231101:1702,0.0,0.0,0.0,23.82,2.76,0.0
20231101:1802,0.0,0.0,0.0,21.86,2.9,0.0
20231101:1902,0.0,0.0,0.0,20.33,3.03,0.0
20231101:2002,0.0,0.0,0.0,19.06,2.97,0.0
20231101:2102,0.0,0.0,0.0,18.16,2.97,0.0
20231101:2202,0.0,0.0,0.0,17.36,3.03,0.0
20231101:2302,0.0,0.0,0.0,16.76,2.9,0.0
20231102:0002,0.0,0.0,0.0,16.07,2.83,0.0
20231102:0102,0.0,0.0,0.0,15.73,2.9,0.0
20231102:0202,0.0,0.0,0.0,15.66,2.9,0.0
20231102:0302,0.0,0.0,0.0,15.56,2.83,0.0
20231102:0402,0.0,1.82,2.93,15.5,2.83,0.0
20231102:0502,105.82,147.3,15.12,16.03,2.76,0.0
20231102:0602,301.15,388.78,27.54,18.27,2.83,0.0
20231102:0702,377.53,483.02,39.94,21.88,2.83,0.0
20231102:0802,476.92,619.12,51.96,24.99,2.48,0.0
20231102:0902,538.75,709.68,62.75,27.88,2.62,0.0
20231102:1002,550.77,738.24,69.98,30.11,2.28,0.0
20231102:1102,414.08,559.55,69.34,31.7,2.0,0.0
20231102:1202,449.65,612.83,61.36,32.59,1.66,0.0
20231102:1302,302.34,409.9,50.31,32.59,1.86,0.0
20231102:1402,247.42,335.43,38.2,31.61,2.07,0.0
20231102:1502,155.49,215.74,25.78,29.45,1.86,0.0
20231102:1602,66.89,103.63,13.38,27.65,1.24,0.0
20231102:1702,0.0,0.0,0.0,26.07,0.9,0.0
20231102:1802,0.0,0.0,0.0,24.5,1.1,0.0
20231102:1902,0.0,0.0,0.0,23.12,1.52,0.0
20231102:2002,0.0,0.0,0.0,22.12,1.52,0.0
20231102:2102,0.0,0.0,0.0,21.86,1.17,0.0
20231102:2202,0.0,0.0,0.0,21.24,1.1,0.0
20231102:2302,0.0,0.0,0.0,19.75,1.59,0.0
20231103:0002,0.0,0.0,0.0,19.22,1.93,0.0
20231103:0102,0.0,0.0,0.0,18.61,2.21,0.0
20231103:0202,0.0,0.0,0.0,17.99,2.9,0.0
20231103:0302,0.0,0.0,0.0,17.0,3.17,0.0
20231103:0402,0.0,2.73,3.1,16.34,3.03,0.0
20231103:0502,21.37,39.88,15.28,16.32,3.17,0.0
20231103:0602,26.31,46.52,27.7,16.9,4.14,0.0
20231103:0702,277.3,347.24,40.1,17.56,4.0,0.0
