Latitude (decimal degrees):	-33.842
Longitude (decimal degrees):	18.840
Elevation (m):	216
Radiation database:	PVGIS-SARAH3


Slope: -1 deg. (optimum)
Azimuth: -180 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20231009:2102,0.0,0.0,0.0,13.51,3.45,0.0
20231009:2202,0.0,0.0,0.0,12.87,3.17,0.0
20231009:2302,0.0,0.0,0.0,12.13,2.97,0.0
20231010:0002,0.0,0.0,0.0,11.9,2.9,0.0
20231010:0102,0.0,0.0,0.0,11.43,2.69,0.0
20231010:0202,0.0,0.0,0.0,11.21,2.62,0.0
20231010:0302,0.0,0.0,0.0,11.19,2.62,0.0
20231010:0402,0.0,0.0,0.0,10.94,2.55,0.0
20231010:0502,81.2,136.09,10.15,11.67,2.41,0.0
20231010:0602,281.15,359.09,22.58,13.75,2.76,0.0
20231010:0702,471.12,579.81,34.74,16.23,3.17,0.0
20231010:0802,609.22,761.68,46.16,18.49,2.97,0.0
20231010:0902,696.01,894.82,55.88,20.54,2.48,0.0
20231010:1002,729.31,958.42,61.93,22.12,2.07,0.0
20231010:1102,716.44,957.43,61.77,23.29,1.45,0.0
20231010:1202,666.68,895.78,55.49,23.99,0.9,0.0
20231010:1302,573.75,760.67,45.66,24.25,0.76,0.0
20231010:1402,436.35,570.88,34.19,24.16,0.9,0.0
20231010:1502,261.32,355.12,22.01,23.64,1.1,0.0
20231010:1602,70.44,128.13,9.58,22.51,1.52,0.0
20231010:1702,0.0,0.0,0.0,20.39,1.72,0.0
20231010:1802,0.0,0.0,0.0,18.21,2.14,0.0
20231010:1902,0.0,0.0,0.0,16.38,2.14,0.0
20231010:2002,0.0,0.0,0.0,14.93,1.93,0.0
20231010:2102,0.0,0.0,0.0,13.46,1.93,0.0
20231010:2202,0.0,0.0,0.0,12.32,1.86,0.0
20231010:2302,0.0,0.0,0.0,11.52,1.86,0.0
20231011:0002,0.0,0.0,0.0,10.93,1.86,0.0
20231011:0102,0.0,0.0,0.0,10.56,1.93,0.0
20231011:0202,0.0,0.0,0.0,10.32,1.93,0.0
20231011:0302,0.0,0.0,0.0,10.11,1.86,0.0
20231011:0402,0.0,0.0,0.0,10.44,1.72,0.0
20231011:0502,81.29,134.11,10.41,11.59,1.66,0.0
20231011:0602,277.12,355.16,22.84,14.2,2.07,0.0
20231011:0702,421.58,522.48,35.02,16.3,2.21,0.0
20231011:0802,586.89,737.01,46.47,18.04,2.21,0.0
20231011:0902,667.12,855.36,56.23,19.49,2.07,0.0
20231011:1002,685.8,891.41,62.31,20.6,1.93,0.0
20231011:1102,655.5,853.9,62.12,21.17,1.79,0.0
20231011:1202,612.89,791.22,55.77,21.24,1.93,0.0
20231011:1302,358.93,454.54,45.87,20.62,2.55,0.0
20231011:1402,362.28,455.06,34.37,19.28,2.62,0.0
20231011:1502,251.07,328.35,22.17,17.93,2.21,0.0
20231011:1602,71.46,123.13,9.73,16.97,1.59,0.0
20231011:1702,0.0,0.0,0.0,15.98,1.24,0.0
20231011:1802,0.0,0.0,0.0,15.39,1.17,0.0
20231011:1902,0.0,0.0,0.0,14.66,0.9,0.0
20231011:2002,0.0,0.0,0.0,14.14,0.76,0.0
20231011:2102,0.0,0.0,0.0,14.24,0.48,0.0
20231011:2202,0.0,0.0,0.0,13.96,0.48,0.0
20231011:2302,0.0,0.0,0.0,12.97,0.83,0.0
20231012:0002,0.0,0.0,0.0,11.95,1.1,0.0
20231012:0102,0.0,0.0,0.0,11.49,1.24,0.0
20231012:0202,0.0,0.0,0.0,11.62,1.1,0.0
20231012:0302,0.0,0.0,0.0,12.06,1.24,0.0
20231012:0402,0.0,0.0,0.0,12.05,1.31,0.0
20231012:0502,53.73,83.02,10.67,12.05,1.45,0.0
20231012:0602,217.9,275.68,23.1,12.3,2.0,0.0
20231012:0702,447.62,545.29,35.29,13.81,2.83,0.0
20231012:0802,251.44,313.94,46.77,15.05,2.76,0.0
20231012:0902,326.23,405.87,56.57,16.09,2.69,0.0
20231012:1002,216.64,275.0,62.69,16.65,2.69,0.0
20231012:1102,135.56,179.0,62.47,16.91,2.83,0.0
20231012:1202,199.43,254.0,56.04,16.37,2.9,0.0
20231012:1302,281.47,350.88,46.09,16.08,2.97,0.0
20231012:1402,77.27,109.0,34.55,15.19,2.83,0.0
20231012:1502,151.22,196.92,22.33,14.72,2.55,0.0
20231012:1602,57.07,90.04,9.89,13.91,2.14,0.0
20231012:1702,0.0,0.0,0.0,13.25,1.38,0.0
20231012:1802,0.0,0.0,0.0,12.64,1.03,0.0
20231012:1902,0.0,0.0,0.0,12.34,1.38,0.0
20231012:2002,0.0,0.0,0.0,11.9,1.17,0.0
20231012:2102,0.0,0.0,0.0,11.58,1.17,0.0
20231012:2202,0.0,0.0,0.0,11.06,1.03,0.0
20231012:2302,0.0,0.0,0.0,10.9,1.03,0.0
20231013:0002,0.0,0.0,0.0,10.95,0.9,0.0
20231013:0102,0.0,0.0,0.0,10.88,0.9,0.0
20231013:0202,0.0,0.0,0.0,11.56,0.62,0.0
20231013:0302,0.0,0.0,0.0,11.52,0.34,0.0
20231013:0402,0.0,0.0,0.0,11.18,0.48,0.0
20231013:0502,91.62,149.18,10.92,11.29,0.41,0.0
20231013:0602,291.33,374.18,23.36,12.81,0.34,0.0
20231013:0702,470.75,589.94,35.56,14.16,0.41,0.0
20231013:0802,593.8,765.87,47.07,15.53,0.0,0.0
20231013:0902,682.57,892.08,56.92,16.74,0.48,0.0
20231013:1002,720.8,953.72,63.07,17.85,0.62,0.0
20231013:1102,723.0,951.74,62.82,18.76,1.03,0.0
20231013:1202,669.21,861.47,56.31,19.3,1.79,0.0
20231013:1302,600.39,756.93,46.3,19.09,2.41,0.0
20231013:1402,460.54,573.07,34.72,18.66,3.24,0.0
20231013:1502,275.79,358.27,22.49,17.79,3.45,0.0
20231013:1602,71.95,119.15,10.05,16.86,3.17,0.0
20231013:1702,0.0,0.0,0.0,15.75,3.17,0.0
20231013:1802,0.0,0.0,0.0,15.0,2.97,0.0
20231013:1902,0.0,0.0,0.0,14.62,2.97,0.0
20231013:2002,0.0,0.0,0.0,13.96,2.76,0.0
20231013:2102,0.0,0.0,0.0,13.31,2.69,0.0
20231013:2202,0.0,0.0,0.0,12.75,2.62,0.0
20231013:2302,0.0,0.0,0.0,12.6,2.55,0.0
20231014:0002,0.0,0.0,0.0,12.44,2.62,0.0
20231014:0102,0.0,0.0,0.0,12.22,2.62,0.0
20231014:0202,0.0,0.0,0.0,12.24,2.69,0.0
20231014:0302,0.0,0.0,0.0,12.23,2.76,0.0
20231014:0402,0.0,0.0,0.0,12.0,2.76,0.0
20231014:0502,95.12,153.21,11.17,12.41,2.9,0.0
20231014:0602,292.1,369.25,23.61,13.84,3.38,0.0
20231014:0702,472.79,580.07,35.83,16.44,3.52,0.0
20231014:0802,611.34,759.97,47.36,18.67,3.59,0.0
20231014:0902,702.42,890.14,57.25,20.59,3.66,0.0
20231014:1002,742.98,956.71,63.45,22.13,3.52,0.0
20231014:1102,742.75,964.61,63.17,23.24,3.31,0.0
20231014:1202,674.05,869.37,56.58,23.84,3.38,0.0
20231014:1302,324.65,416.72,46.51,23.96,3.45,0.0
20231014:1402,300.57,384.57,34.9,23.36,3.79,0.0
20231014:1502,139.37,187.95,22.65,21.83,3.86,0.0
20231014:1602,58.99,95.07,10.21,20.16,4.28,0.0
20231014:1702,0.0,0.0,0.0,18.19,4.21,0.0
20231014:1802,0.0,0.0,0.0,16.61,4.28,0.0
20231014:1902,0.0,0.0,0.0,16.04,4.34,0.0
20231014:2002,0.0,0.0,0.0,15.25,4.28,0.0
20231014:2102,0.0,0.0,0.0,14.71,4.21,0.0
20231014:2202,0.0,0.0,0.0,14.35,4.14,0.0
20231014:2302,0.0,0.0,0.0,13.96,3.79,0.0
20231015:0002,0.0,0.0,0.0,13.56,3.45,0.0
20231015:0102,0.0,0.0,0.0,13.14,3.17,0.0
20231015:0202,0.0,0.0,0.0,12.87,2.97,0.0
20231015:0302,0.0,0.0,0.0,12.41,2.55,0.0
20231015:0402,0.0,0.0,0.0,11.96,2.34,0.0
20231015:0502,99.74,159.24,11.42,12.14,2.34,0.0
20231015:0602,286.09,361.37,23.86,14.0,3.03,0.0
20231015:0702,493.98,605.96,36.09,16.98,4.0,0.0
20231015:0802,628.24,778.9,47.65,18.84,4.14,0.0
20231015:0902,710.26,896.21,57.59,20.39,4.07,0.0
20231015:1002,751.94,962.78,63.82,21.58,3.86,0.0
20231015:1102,747.99,965.74,63.51,22.45,3.52,0.0
20231015:1202,700.16,903.1,56.85,23.03,3.24,0.0
20231015:1302,595.66,760.06,46.72,23.15,3.17,0.0
20231015:1402,456.71,579.16,35.07,22.73,3.31,0.0
20231015:1502,275.86,364.36,22.81,21.73,3.38,0.0
20231015:1602,82.34,141.28,10.37,20.27,3.72,0.0
20231015:1702,0.0,0.0,0.0,18.4,3.66,0.0
20231015:1802,0.0,0.0,0.0,16.98,3.72,0.0
20231015:1902,0.0,0.0,0.0,16.09,3.79,0.0
20231015:2002,0.0,0.0,0.0,15.36,3.79,0.0
20231015:2102,0.0,0.0,0.0,14.65,3.66,0.0
20231015:2202,0.0,0.0,0.0,14.25,3.31,0.0
20231015:2302,0.0,0.0,0.0,13.99,3.1,0.0
20231016:0002,0.0,0.0,0.0,13.8,2.9,0.0
20231016:0102,0.0,0.0,0.0,13.55,2.41,0.0
20231016:0202,0.0,0.0,0.0,13.07,2.0,0.0
20231016:0302,0.0,0.0,0.0,12.76,2.0,0.0
20231016:0402,0.0,0.0,0.0,12.44,2.14,0.0
20231016:0502,102.82,163.27,11.66,12.94,2.07,0.0
20231016:0602,303.8,386.3,24.11,14.66,2.21,0.0
20231016:0702,475.83,594.14,36.35,17.36,1.93,0.0
20231016:0802,612.0,775.05,47.93,19.88,2.48,0.0
20231016:0902,704.63,909.18,57.92,21.53,2.69,0.0
20231016:1002,745.63,975.75,64.19,22.97,2.76,0.0
20231016:1102,742.56,973.77,63.86,24.18,3.03,0.0
20231016:1202,696.95,911.13,57.12,25.05,3.03,0.0
20231016:1302,595.89,771.05,46.92,25.38,2.97,0.0
20231016:1402,454.93,585.19,35.25,25.11,2.97,0.0
20231016:1502,275.98,369.39,22.97,24.31,2.9,0.0
20231016:1602,82.84,143.31,10.53,22.82,3.1,0.0
20231016:1702,0.0,0.0,0.0,20.7,3.03,0.0
20231016:1802,0.0,0.0,0.0,19.01,2.9,0.0
20231016:1902,0.0,0.0,0.0,18.01,2.69,0.0
20231016:2002,0.0,0.0,0.0,16.86,2.41,0.0
20231016:2102,0.0,0.0,0.0,15.72,2.21,0.0
20231016:2202,0.0,0.0,0.0,14.77,2.21,0.0
20231016:2302,0.0,0.0,0.0,14.02,2.21,0.0
20231017:0002,0.0,0.0,0.0,13.51,2.21,0.0
20231017:0102,0.0,0.0,0.0,13.27,2.21,0.0
20231017:0202,0.0,0.0,0.0,13.01,2.21,0.0
20231017:0302,0.0,0.0,0.0,12.85,2.14,0.0
20231017:0402,0.0,0.0,0.0,12.75,2.07,0.0
20231017:0502,105.1,165.29,11.9,13.8,1.79,0.0
20231017:0602,301.32,392.33,24.35,18.58,1.24,0.0
20231017:0702,463.41,604.15,36.6,23.2,0.76,0.0
20231017:0802,589.83,786.05,48.21,25.48,0.97,0.0
20231017:0902,683.14,915.22,58.24,26.44,1.86,0.0
20231017:1002,728.14,976.84,64.56,26.84,2.41,0.0
20231017:1102,727.38,973.86,64.2,26.93,2.55,0.0
20231017:1202,686.93,912.22,57.38,26.86,2.55,0.0
20231017:1302,589.52,772.13,47.13,26.54,2.41,0.0
20231017:1402,449.15,584.28,35.42,25.97,2.14,0.0
20231017:1502,275.2,371.44,23.14,25.08,1.79,0.0
20231017:1602,84.59,146.35,10.69,23.78,1.38,0.0
20231017:1702,0.0,0.0,0.0,21.78,1.38,0.0
20231017:1802,0.0,0.0,0.0,19.58,1.52,0.0
20231017:1902,0.0,0.0,0.0,17.57,1.79,0.0
20231017:2002,0.0,0.0,0.0,16.33,1.93,0.0
20231017:2102,0.0,0.0,0.0,15.55,1.93,0.0
20231017:2202,0.0,0.0,0.0,15.04,1.93,0.0
20231017:2302,0.0,0.0,0.0,14.46,1.93,0.0
20231018:0002,0.0,0.0,0.0,14.15,2.0,0.0
20231018:0102,0.0,0.0,0.0,13.86,2.07,0.0
20231018:0202,0.0,0.0,0.0,13.77,2.21,0.0
20231018:0302,0.0,0.0,0.0,13.64,2.41,0.0
20231018:0402,0.0,0.0,0.0,13.48,2.41,0.0
20231018:0502,89.53,133.14,12.14,13.82,2.62,0.0
20231018:0602,304.0,384.43,24.58,15.21,2.97,0.0
20231018:0702,484.88,599.32,36.85,17.9,3.52,0.0
20231018:0802,631.87,790.13,48.49,19.94,3.93,0.0
20231018:0902,704.28,894.67,58.57,21.67,4.21,0.0
20231018:1002,698.45,895.08,64.93,22.98,4.34,0.0
20231018:1102,749.66,967.15,64.54,23.89,4.41,0.0
20231018:1202,700.29,900.53,57.64,24.47,4.34,0.0
20231018:1302,560.1,712.94,47.34,24.43,4.28,0.0
20231018:1402,468.35,594.3,35.6,24.14,4.28,0.0
20231018:1502,285.67,377.48,23.3,23.31,4.07,0.0
20231018:1602,89.83,152.4,10.85,22.0,4.07,0.0
20231018:1702,0.0,0.0,0.0,20.31,4.07,0.0
20231018:1802,0.0,0.0,0.0,18.86,4.21,0.0
20231018:1902,0.0,0.0,0.0,18.04,4.48,0.0
20231018:2002,0.0,0.0,0.0,17.11,4.48,0.0
20231018:2102,0.0,0.0,0.0,16.35,4.21,0.0
20231018:2202,0.0,0.0,0.0,15.8,3.93,0.0
20231018:2302,0.0,0.0,0.0,15.27,3.72,0.0
20231019:0002,0.0,0.0,0.0,14.71,3.38,0.0
20231019:0102,0.0,0.0,0.0,14.28,3.17,0.0
20231019:0202,0.0,0.0,0.0,13.63,3.03,0.0
20231019:0302,0.0,0.0,0.0,13.09,3.03,0.0
20231019:0402,0.0,0.0,0.0,12.72,2.97,0.0
20231019:0502,113.69,175.36,12.37,13.45,2.69,0.0
20231019:0602,314.5,400.41,24.81,16.4,2.62,0.0
20231019:0702,483.27,610.25,37.09,20.84,2.55,0.0
20231019:0802,605.87,787.22,48.76,23.94,2.14,0.0
20231019:0902,687.67,925.31,58.88,26.57,1.72,0.0
20231019:1002,709.76,986.94,65.29,28.49,1.03,0.0
20231019:1102,683.7,978.02,64.88,29.67,0.14,0.0
20231019:1202,657.87,920.32,57.91,30.23,0.69,0.0
20231019:1302,572.4,780.23,47.54,30.28,1.03,0.0
20231019:1402,441.51,591.37,35.77,29.87,1.24,0.0
20231019:1502,270.4,372.55,23.46,28.93,1.17,0.0
20231019:1602,87.64,152.41,11.01,27.59,0.9,0.0
20231019:1702,0.0,0.0,0.0,25.83,0.9,0.0
20231019:1802,0.0,0.0,0.0,23.22,1.24,0.0
20231019:1902,0.0,0.0,0.0,20.46,1.72,0.0
20231019:2002,0.0,0.0,0.0,19.1,1.79,0.0
20231019:2102,0.0,0.0,0.0,17.66,1.66,0.0
20231019:2202,0.0,0.0,0.0,16.27,1.72,0.0
20231019:2302,0.0,0.0,0.0,15.52,1.59,0.0
20231020:0002,0.0,0.0,0.0,15.15,1.38,0.0
20231020:0102,0.0,0.0,0.0,15.46,0.9,0.0
20231020:0202,0.0,0.0,0.0,15.7,0.69,0.0
20231020:0302,0.0,0.0,0.0,15.11,0.76,0.0
20231020:0402,0.0,0.0,0.0,15.26,0.62,0.0
20231020:0502,32.18,54.0,12.59,15.33,0.34,0.0
20231020:0602,52.65,80.0,25.04,16.42,0.34,0.0
20231020:0702,68.76,100.0,37.33,17.17,0.48,0.0
20231020:0802,112.11,153.0,49.03,18.58,0.97,0.0
20231020:0902,223.54,289.0,59.19,19.97,1.52,0.0
20231020:1002,477.55,614.34,65.65,21.06,1.72,0.0
20231020:1102,480.4,622.29,65.21,22.1,1.59,0.0
20231020:1202,477.23,616.17,58.17,22.39,1.79,0.0
20231020:1302,201.27,263.99,47.74,22.53,2.21,0.0
20231020:1402,139.13,188.0,35.95,22.79,2.83,0.0
20231020:1502,248.5,326.74,23.62,22.33,3.1,0.0
20231020:1602,79.81,127.23,11.18,21.15,2.97,0.0
20231020:1702,0.0,0.0,0.0,19.76,3.52,0.0
20231020:1802,0.0,0.0,0.0,18.82,3.66,0.0
20231020:1902,0.0,0.0,0.0,17.9,4.0,0.0
20231020:2002,0.0,0.0,0.0,17.47,4.14,0.0
20231020:2102,0.0,0.0,0.0,17.1,4.28,0.0
20231020:2202,0.0,0.0,0.0,16.83,4.34,0.0
20231020:2302,0.0,0.0,0.0,16.34,4.41,0.0
20231021:0002,0.0,0.0,0.0,15.84,4.41,0.0
20231021:0102,0.0,0.0,0.0,15.43,4.28,0.0
20231021:0202,0.0,0.0,0.0,15.04,4.34,0.0
20231021:0302,0.0,0.0,0.0,14.78,4.28,0.0
20231021:0402,0.0,0.0,0.0,14.69,4.0,0.0
20231021:0502,109.12,164.31,12.82,15.01,3.38,0.0
20231021:0602,305.28,383.56,25.26,15.68,4.14,0.0
20231021:0702,420.3,511.12,37.56,16.17,5.24,0.0
20231021:0802,612.77,745.75,49.29,16.77,5.38,0.0
20231021:0902,693.91,852.26,59.5,17.3,5.52,0.0
20231021:1002,747.07,922.8,66.01,17.73,5.72,0.0
20231021:1102,677.18,835.74,65.54,17.61,5.45,0.0
20231021:1202,736.08,905.57,58.42,17.94,5.79,0.0
20231021:1302,604.92,737.76,47.95,18.01,5.93,0.0
20231021:1402,482.29,588.49,36.12,18.02,5.93,0.0
20231021:1502,283.58,361.67,23.79,17.44,5.03,0.0
20231021:1602,98.28,159.5,11.34,16.77,4.34,0.0
20231021:1702,0.0,0.0,0.0,16.05,4.76,0.0
20231021:1802,0.0,0.0,0.0,15.72,4.48,0.0
20231021:1902,0.0,0.0,0.0,15.88,4.48,0.0
20231021:2002,0.0,0.0,0.0,15.6,4.0,0.0
20231021:2102,0.0,0.0,0.0,15.26,3.72,0.0
20231021:2202,0.0,0.0,0.0,14.88,3.31,0.0
20231021:2302,0.0,0.0,0.0,14.48,3.1,0.0
20231022:0002,0.0,0.0,0.0,14.09,2.9,0.0
20231022:0102,0.0,0.0,0.0,14.07,2.9,0.0
20231022:0202,0.0,0.0,0.0,13.75,2.9,0.0
20231022:0302,0.0,0.0,0.0,13.23,2.62,0.0
20231022:0402,0.0,0.0,0.0,13.17,2.62,0.0
20231022:0502,124.66,188.46,13.03,13.76,2.55,0.0
20231022:0602,324.02,407.53,25.48,15.3,3.17,0.0
20231022:0702,499.85,615.44,37.79,17.54,3.72,0.0
20231022:0802,634.19,793.41,49.54,19.6,3.72,0.0
20231022:0902,726.69,930.52,59.8,21.35,3.45,0.0
20231022:1002,755.88,991.17,66.36,23.08,2.83,0.0
20231022:1102,741.55,987.19,65.88,24.32,2.21,0.0
20231022:1202,690.2,924.54,58.68,25.21,1.59,0.0
20231022:1302,590.3,784.43,48.15,25.64,1.17,0.0
20231022:1402,452.69,596.54,36.3,25.76,0.9,0.0
20231022:1502,286.37,386.65,23.95,25.33,1.1,0.0
20231022:1602,93.63,155.46,11.51,24.18,1.72,0.0
20231022:1702,0.0,0.0,0.0,22.11,1.52,0.0
20231022:1802,0.0,0.0,0.0,20.02,1.59,0.0
20231022:1902,0.0,0.0,0.0,18.36,1.52,0.0
20231022:2002,0.0,0.0,0.0,17.03,1.45,0.0
20231022:2102,0.0,0.0,0.0,15.91,1.45,0.0
20231022:2202,0.0,0.0,0.0,15.27,1.45,0.0
20231022:2302,0.0,0.0,0.0,14.54,1.52,0.0
20231023:0002,0.0,0.0,0.0,14.15,1.45,0.0
20231023:0102,0.0,0.0,0.0,14.76,1.31,0.0
20231023:0202,0.0,0.0,0.0,15.93,1.17,0.0
20231023:0302,0.0,0.0,0.0,16.59,1.1,0.0
20231023:0402,0.0,0.0,0.0,16.65,1.1,0.0
20231023:0502,122.38,186.46,13.25,16.52,1.1,0.0
20231023:0602,319.47,413.56,25.69,19.21,1.38,0.0
20231023:0702,492.07,619.46,38.02,20.01,2.41,0.0
20231023:0802,629.81,797.43,49.79,20.82,3.1,0.0
20231023:0902,728.29,929.59,60.1,21.49,3.79,0.0
20231023:1002,771.71,989.24,66.71,21.92,4.21,0.0
20231023:1102,770.42,985.27,66.2,21.95,4.41,0.0
20231023:1202,724.97,917.66,58.93,21.4,4.48,0.0
20231023:1302,625.37,779.54,48.35,20.15,4.34,0.0
20231023:1402,453.42,560.87,36.47,18.57,3.93,0.0
20231023:1502,296.27,379.72,24.11,17.6,3.24,0.0
20231023:1602,98.02,154.46,11.67,16.54,2.9,0.0
20231023:1702,0.0,0.0,0.0,15.42,2.41,0.0
20231023:1802,0.0,0.0,0.0,14.61,1.86,0.0
20231023:1902,0.0,0.0,0.0,13.99,1.38,0.0
20231023:2002,0.0,0.0,0.0,13.36,1.1,0.0
20231023:2102,0.0,0.0,0.0,12.92,0.97,0.0
20231023:2202,0.0,0.0,0.0,12.88,0.97,0.0
20231023:2302,0.0,0.0,0.0,12.79,1.1,0.0
20231024:0002,0.0,0.0,0.0,13.26,1.38,0.0
20231024:0102,0.0,0.0,0.0,13.62,1.45,0.0
20231024:0202,0.0,0.0,0.0,13.68,1.52,0.0
20231024:0302,0.0,0.0,0.0,13.72,1.52,0.0
20231024:0402,0.0,0.0,0.0,13.71,1.52,0.0
20231024:0502,61.83,91.02,13.46,13.74,1.59,0.0
20231024:0602,151.94,196.98,25.9,14.28,1.59,0.0
20231024:0702,299.1,372.8,38.23,15.73,1.93,0.0
20231024:0802,170.08,220.0,50.03,16.82,2.41,0.0
20231024:0902,376.25,470.81,60.39,17.39,2.48,0.0
20231024:1002,100.16,138.0,67.06,18.27,2.34,0.0
20231024:1102,88.26,124.0,66.53,18.73,2.21,0.0
20231024:1202,571.65,728.6,59.18,19.4,2.14,0.0
20231024:1302,531.06,668.62,48.55,19.22,2.48,0.0
20231024:1402,477.07,596.67,36.64,18.98,2.62,0.0
20231024:1502,302.72,389.74,24.28,18.16,2.69,0.0
20231024:1602,103.73,164.56,11.84,16.97,2.69,0.0
20231024:1702,0.0,0.0,0.0,15.65,2.28,0.0
20231024:1802,0.0,0.0,0.0,14.54,1.93,0.0
20231024:1902,0.0,0.0,0.0,14.38,1.93,0.0
20231024:2002,0.0,0.0,0.0,13.66,1.86,0.0
20231024:2102,0.0,0.0,0.0,12.97,1.79,0.0
20231024:2202,0.0,0.0,0.0,12.42,1.72,0.0
20231024:2302,0.0,0.0,0.0,11.82,1.72,0.0
20231025:0002,0.0,0.0,0.0,11.28,1.66,0.0
20231025:0102,0.0,0.0,0.0,10.82,1.66,0.0
20231025:0202,0.0,0.0,0.0,10.54,1.59,0.0
20231025:0302,0.0,0.0,0.0,10.67,1.59,0.0
20231025:0402,0.0,0.0,0.0,10.26,1.59,0.0
20231025:0502,134.94,198.55,13.66,11.83,1.45,0.0
20231025:0602,336.82,424.63,26.11,14.99,1.93,0.0
20231025:0702,508.75,634.52,38.45,17.26,2.07,0.0
20231025:0802,635.21,814.48,50.27,19.32,1.66,0.0
20231025:0902,710.61,947.64,60.68,21.19,0.97,0.0
20231025:1002,730.05,1006.29,67.4,22.68,0.34,0.0
20231025:1102,738.26,1008.26,66.85,23.67,0.9,0.0
20231025:1202,704.04,939.67,59.43,24.07,1.59,0.0
20231025:1302,614.01,799.56,48.75,23.95,2.07,0.0
20231025:1402,481.0,616.62,36.82,23.38,2.34,0.0
20231025:1502,302.52,397.78,24.44,22.44,2.41,0.0
20231025:1602,103.64,166.58,12.01,21.05,2.14,0.0
20231025:1702,0.0,0.0,0.0,19.42,1.59,0.0
20231025:1802,0.0,0.0,0.0,18.13,1.52,0.0
20231025:1902,0.0,0.0,0.0,16.38,1.79,0.0
20231025:2002,0.0,0.0,0.0,15.44,1.72,0.0
20231025:2102,0.0,0.0,0.0,14.6,1.66,0.0
20231025:2202,0.0,0.0,0.0,13.88,1.52,0.0
20231025:2302,0.0,0.0,0.0,13.09,1.52,0.0
20231026:0002,0.0,0.0,0.0,12.4,1.38,0.0
20231026:0102,0.0,0.0,0.0,12.17,1.24,0.0
20231026:0202,0.0,0.0,0.0,11.97,1.24,0.0
20231026:0302,0.0,0.0,0.0,12.27,1.1,0.0
20231026:0402,0.0,0.0,0.0,13.08,1.03,0.0
20231026:0502,108.71,155.23,13.86,14.0,0.83,0.0
20231026:0602,313.98,403.73,26.3,17.5,0.69,0.0
20231026:0702,488.61,624.67,38.65,19.49,0.9,0.0
20231026:0802,621.06,804.66,50.51,20.86,1.45,0.0
20231026:0902,719.73,946.74,60.96,21.87,1.86,0.0
20231026:1002,760.77,1005.41,67.74,22.53,2.28,0.0
20231026:1102,768.05,1012.3,67.17,22.8,2.55,0.0
20231026:1202,724.01,943.72,59.68,22.54,2.62,0.0
20231026:1302,626.55,803.6,48.95,22.05,2.55,0.0
20231026:1402,483.73,613.71,36.99,21.43,2.41,0.0
20231026:1502,308.23,400.82,24.61,20.38,2.41,0.0
20231026:1602,108.87,171.62,12.18,18.63,2.55,0.0
20231026:1702,0.0,0.0,0.0,16.46,2.21,0.0
20231026:1802,0.0,0.0,0.0,14.72,1.79,0.0
20231026:1902,0.0,0.0,0.0,14.1,1.31,0.0
20231026:2002,0.0,0.0,0.0,13.21,0.97,0.0
20231026:2102,0.0,0.0,0.0,12.69,0.9,0.0
20231026:2202,0.0,0.0,0.0,12.42,0.97,0.0
20231026:2302,0.0,0.0,0.0,12.42,1.1,0.0
20231027:0002,0.0,0.0,0.0,12.58,1.24,0.0
20231027:0102,0.0,0.0,0.0,13.17,1.31,0.0
20231027:0202,0.0,0.0,0.0,13.63,1.24,0.0
20231027:0302,0.0,0.0,0.0,13.98,1.17,0.0
20231027:0402,0.0,1.0,1.8,14.22,1.17,0.0
20231027:0502,30.01,51.0,14.06,14.45,1.1,0.0
20231027:0602,44.27,69.0,26.5,14.72,1.59,0.0
20231027:0702,174.33,223.99,38.86,15.15,1.52,0.0
20231027:0802,90.4,125.0,50.73,15.66,1.93,0.0
20231027:0902,198.13,252.0,61.24,16.01,2.97,0.0
20231027:1002,257.86,323.0,68.07,16.26,3.38,0.0
20231027:1102,144.72,189.0,67.49,16.15,3.31,0.0
20231027:1202,684.15,850.68,59.93,16.12,3.45,0.0
20231027:1302,625.31,769.92,49.14,16.15,3.52,0.0
20231027:1402,478.2,584.92,37.16,15.94,3.59,0.0
20231027:1502,308.3,388.87,24.77,15.48,3.59,0.0
20231027:1602,111.34,171.64,12.34,14.91,3.45,0.0
20231027:1702,0.0,0.0,0.0,14.07,3.17,0.0
20231027:1802,0.0,0.0,0.0,13.52,3.17,0.0
20231027:1902,0.0,0.0,0.0,13.37,2.97,0.0
20231027:2002,0.0,0.0,0.0,13.09,2.83,0.0
20231027:2102,0.0,0.0,0.0,12.74,2.62,0.0
20231027:2202,0.0,0.0,0.0,12.42,2.55,0.0
20231027:2302,0.0,0.0,0.0,12.33,2.41,0.0
20231028:0002,0.0,0.0,0.0,12.22,2.34,0.0
20231028:0102,0.0,0.0,0.0,11.97,2.41,0.0
20231028:0202,0.0,0.0,0.0,11.21,2.34,0.0
20231028:0302,0.0,0.0,0.0,10.81,2.55,0.0
20231028:0402,0.0,2.0,2.0,10.47,2.62,0.0
20231028:0502,94.35,131.11,14.25,11.48,2.76,0.0
20231028:0602,167.18,211.99,26.68,12.68,4.14,0.0
20231028:0702,441.69,533.32,39.05,13.94,4.48,0.0
20231028:0802,441.62,536.54,50.95,14.63,4.69,0.0
20231028:0902,433.51,531.7,61.51,15.94,4.69,0.0
20231028:1002,652.5,806.48,68.4,16.63,4.83,0.0
